gene_id	gene_pos_hg19	locus_rank	locus_pvalue	locus_pos_hg19	SZ_GWAS_prev	locus_genes	OMIM	SZ_GWAS_prev_study	KO_phenotype	ensembl_gene_id	hgnc_id	gene_symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	mult_matches
ENSG00000266187.1	chr1:149998890-150242490	48	4.49e-10	chr1:149998890-150242490	N	ANP32E;APH1A;C1orf51;C1orf54;CA14;OTUD7B;PLEKHO1;VPS45	NA	NA	Anp32e behavioral neurological; Aph1a nervous	ENSG00000266187	HGNC:46496	RN7SL480P	RNA, 7SL, cytoplasmic 480, pseudogene	pseudogene	pseudogene	Approved	1q21.2	01q21.2	NA	NA	NA	NA	RNAs, 7SL, cytoplasmic	850	2013-04-02	NA	NA	2013-04-02	106481757	NA	uc057kna.1	NA	NG_043669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000143401.10	chr1:149998890-150242490	48	4.49e-10	chr1:149998890-150242490	N	ANP32E;APH1A;C1orf51;C1orf54;CA14;OTUD7B;PLEKHO1;VPS45	NA	NA	Anp32e behavioral neurological; Aph1a nervous	ENSG00000143401	HGNC:16673	ANP32E	acidic nuclear phosphoprotein 32 family member E	protein-coding gene	gene with protein product	Approved	1q21.2	01q21.2	LANPL|MGC5350|LANP-L	NA	NA	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	ANP32 acidic nuclear phosphoproteins	27	2003-04-15	NA	2015-11-05	2016-10-05	81611	OTTHUMG00000012547	uc031uya.1	AK092672	NM_030920	CCDS946|CCDS44214|CCDS44215|CCDS60245	Q9BTT0	12438741	MGI:1913721	RGD:1310611	NA	ANP32E	609611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000222222.1	chr1:149998890-150242490	48	4.49e-10	chr1:149998890-150242490	N	ANP32E;APH1A;C1orf51;C1orf54;CA14;OTUD7B;PLEKHO1;VPS45	NA	NA	Anp32e behavioral neurological; Aph1a nervous	ENSG00000222222	HGNC:48510	RNU2-17P	RNA, U2 small nuclear 17, pseudogene	pseudogene	pseudogene	Approved	1q21.2	01q21.2	NA	NA	NA	NA	NA	NA	2013-05-16	NA	NA	2013-05-16	106480204	NA	NA	NA	NG_043532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000271845.1	chr1:149998890-150242490	48	4.49e-10	chr1:149998890-150242490	N	ANP32E;APH1A;C1orf51;C1orf54;CA14;OTUD7B;PLEKHO1;VPS45	NA	NA	Anp32e behavioral neurological; Aph1a nervous	ENSG00000271845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000118298.6	chr1:149998890-150242490	48	4.49e-10	chr1:149998890-150242490	N	ANP32E;APH1A;C1orf51;C1orf54;CA14;OTUD7B;PLEKHO1;VPS45	NA	NA	Anp32e behavioral neurological; Aph1a nervous	ENSG00000118298	HGNC:1372	CA14	carbonic anhydrase 14	protein-coding gene	gene with protein product	Approved	1q21.2	01q21.2	NA	NA	NA	carbonic anhydrase XIV	Carbonic anhydrases	460	1999-11-16	NA	2016-03-18	2016-10-05	23632	OTTHUMG00000012549	uc001etx.5	AB025904	NM_012113	CCDS947	Q9ULX7	10512682	MGI:1344341	RGD:1599277	NA	CA14	604832	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2598	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000238526.1	chr1:149998890-150242490	48	4.49e-10	chr1:149998890-150242490	N	ANP32E;APH1A;C1orf51;C1orf54;CA14;OTUD7B;PLEKHO1;VPS45	NA	NA	Anp32e behavioral neurological; Aph1a nervous	ENSG00000238526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000117362.8	chr1:149998890-150242490	48	4.49e-10	chr1:149998890-150242490	N	ANP32E;APH1A;C1orf51;C1orf54;CA14;OTUD7B;PLEKHO1;VPS45	NA	NA	Anp32e behavioral neurological; Aph1a nervous	ENSG00000117362	HGNC:29509	APH1A	aph-1 homolog A, gamma-secretase subunit	protein-coding gene	gene with protein product	Approved	1q21.2	01q21.2	APH-1A|CGI-78	NA	NA	anterior pharynx defective 1 homolog A (C. elegans)|APH1A gamma secretase subunit	NA	NA	2005-02-08	NA	2016-05-16	2016-05-16	51107	OTTHUMG00000012545	uc001etz.3	AF151835	NM_016022	CCDS41390|CCDS41391|CCDS58025	Q96BI3	10810093|12110170	MGI:2385110	RGD:1311546	NA	APH1A	607629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000118292.4	chr1:149998890-150242490	48	4.49e-10	chr1:149998890-150242490	N	ANP32E;APH1A;C1orf51;C1orf54;CA14;OTUD7B;PLEKHO1;VPS45	NA	NA	Anp32e behavioral neurological; Aph1a nervous	ENSG00000118292	HGNC:26258	C1orf54	chromosome 1 open reading frame 54	protein-coding gene	gene with protein product	Approved	1q21.2	01q21.2	FLJ23221	NA	NA	NA	NA	NA	2005-04-21	NA	NA	2018-07-19	79630	OTTHUMG00000012546	uc057kns.1	BC017761	NM_024579	CCDS948|CCDS72905	Q8WWF1	29999589	MGI:2385885	NA	NA	C1orf54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000198797.6	chr1:177247821-177300821	101	4.45e-8	chr1:177247821-177300821	N	FAM5B	NA	NA	NA	ENSG00000198797	HGNC:13746	BRINP2	BMP/retinoic acid inducible neural specific 2	protein-coding gene	gene with protein product	Approved	1q25.2	01q25.2	DBCCR1L2	NA	FAM5B	family with sequence similarity 5, member B|bone morphogenetic protein/retinoic acid inducible neural-specific 2	NA	NA	2005-03-18	2013-07-31	2016-02-23	2016-10-05	57795	OTTHUMG00000034953	NA	NA	NM_021165	CCDS1320	Q9C0B6	15193423	MGI:2443333	RGD:708419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000117335.14	chr1:207912183-208024083	102	4.47e-8	chr1:207912183-208024083	N	C1orf132;CD46;CR1L	CD46 Hemolytic uremic syndrome, atypical, susceptibility to, 2	NA	NA	ENSG00000117335	HGNC:6953	CD46	CD46 molecule	protein-coding gene	gene with protein product	Approved	1q32.2	01q32.2	TRA2.10|MGC26544|TLX	NA	MIC10|MCP	antigen identified by monoclonal antibody TRA-2-10|membrane cofactor protein (CD46, trophoblast-lymphocyte cross-reactive antigen)|CD46 antigen, complement regulatory protein|CD46 molecule, complement regulatory protein	CD molecules|Sushi domain containing|Complement system regulators and receptors	471|1179|1639	1988-08-31	2006-02-09	2016-01-06	2018-12-06	4179	OTTHUMG00000036397	uc001hgj.4	BC030594	NM_172361	CCDS1479|CCDS1480|CCDS1481|CCDS1482|CCDS1484|CCDS1485|CCDS31008|CCDS31009|CCDS86048	P15529	7929741	MGI:1203290	RGD:3061	LRG_155|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_155.xml	CD46	120920	NA	NA	NA	NA	119259	NA	NA	NA	NA	NA	NA	NA	CD46	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000234219.1	chr1:207912183-208024083	102	4.47e-8	chr1:207912183-208024083	N	C1orf132;CD46;CR1L	CD46 Hemolytic uremic syndrome, atypical, susceptibility to, 2	NA	NA	ENSG00000234219	HGNC:49773	CDCA4P4	cell division cycle associated 4 pseudogene 4	pseudogene	pseudogene	Approved	1q32.2	01q32.2	NA	NA	NA	NA	NA	NA	2014-02-14	NA	NA	2014-02-14	100188945	OTTHUMG00000057675	NA	NA	NG_008470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000245191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000203709.5	chr1:207912183-208024083	102	4.47e-8	chr1:207912183-208024083	N	C1orf132;CD46;CR1L	CD46 Hemolytic uremic syndrome, atypical, susceptibility to, 2	NA	NA	ENSG00000203709	HGNC:32018	MIR29B2CHG	MIR29B2 and MIR29C host gene	non-coding RNA	RNA, long non-coding	Approved	1q32.2	01q32.2	FLJ35650	NA	C1orf132	chromosome 1 open reading frame 132	NA	NA	2005-06-30	2017-11-20	2017-11-20	2017-11-20	100128537	OTTHUMG00000036553	uc021pik.4	AK092969	NR_135298	NA	NA	14702039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS0000A77143	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000054282.11	chr1:243503719-244002945	64	3.73e-9	chr1:243503719-244002945	Y	AKT3;SDCCAG8	AKT3 Megalencephaly- polymicrogyria-polydactyly- hydrocephalus syndrome; SDCCAG8 Senior-Loken syndrome 7	SCZ pmid=22614287	Akt3 behavioral neurological nervous	ENSG00000054282	HGNC:10671	SDCCAG8	serologically defined colon cancer antigen 8	protein-coding gene	gene with protein product	Approved	1q43-q44	01q43-q44	NY-CO-8|CCCAP|SLSN7|NPHP10|BBS16	centrosomal colon cancer autoantigen protein|Bardet-Biedl syndrome 16|nephrocystin 10|Senior-Loken syndrome 7	NA	NA	Bardet-Biedl syndrome associated	980	1999-08-25	NA	NA	2018-07-27	10806	OTTHUMG00000039996	uc001hzw.4	AF039690	NM_006642	CCDS31075	Q86SQ7	9610721|20835237	MGI:1924066	RGD:727781	NA	SDCCAG8	613524	NA	NA	NA	NA	244364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000265201.1	chr1:243503719-244002945	64	3.73e-9	chr1:243503719-244002945	Y	AKT3;SDCCAG8	AKT3 Megalencephaly- polymicrogyria-polydactyly- hydrocephalus syndrome; SDCCAG8 Senior-Loken syndrome 7	SCZ pmid=22614287	Akt3 behavioral neurological nervous	ENSG00000265201	HGNC:41844	MIR4677	microRNA 4677	non-coding RNA	RNA, micro	Approved	1q43	01q43	hsa-mir-4677	NA	NA	NA	MicroRNAs	476	2011-05-02	NA	NA	2016-11-16	100616343	NA	uc021plt.1	NA	NR_039824	NA	NA	NA	NA	NA	NA	NA	NA	MI0017308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS000075ABD7	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000117020.12	chr1:243503719-244002945	64	3.73e-9	chr1:243503719-244002945	Y	AKT3;SDCCAG8	AKT3 Megalencephaly- polymicrogyria-polydactyly- hydrocephalus syndrome; SDCCAG8 Senior-Loken syndrome 7	SCZ pmid=22614287	Akt3 behavioral neurological nervous	ENSG00000117020	HGNC:393	AKT3	AKT serine/threonine kinase 3	protein-coding gene	gene with protein product	Approved	1q43-q44	01q43-q44	PKBG|RAC-gamma|PRKBG	protein kinase B, gamma	NA	v-akt murine thymoma viral oncogene homolog 3	Pleckstrin homology domain containing|AGC family kinases	682|1625	1999-11-16	NA	2016-05-04	2018-02-13	10000	OTTHUMG00000039994	uc057qvr.1	AF124141	NM_181690	CCDS31076|CCDS31077	Q9Y243	10092583|10208883	MGI:1345147	RGD:62390	NA	AKT3	611223	NA	NA	NA	NA	299660	NA	NA	NA	NA	objectId:2286	NA	NA	NA	NA	2.7.11.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000236031.1	chr1:243503719-244002945	64	3.73e-9	chr1:243503719-244002945	Y	AKT3;SDCCAG8	AKT3 Megalencephaly- polymicrogyria-polydactyly- hydrocephalus syndrome; SDCCAG8 Senior-Loken syndrome 7	SCZ pmid=22614287	Akt3 behavioral neurological nervous	ENSG00000236031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000226766.1	chr1:243503719-244002945	64	3.73e-9	chr1:243503719-244002945	Y	AKT3;SDCCAG8	AKT3 Megalencephaly- polymicrogyria-polydactyly- hydrocephalus syndrome; SDCCAG8 Senior-Loken syndrome 7	SCZ pmid=22614287	Akt3 behavioral neurological nervous	ENSG00000226766	HGNC:41951	FABP7P1	fatty acid binding protein 7 pseudogene 1	pseudogene	pseudogene	Approved	1q44	01q44	NA	NA	NA	fatty acid binding protein 7, brain pseudogene 1	NA	NA	2011-05-20	NA	2016-01-20	2016-01-20	100506953	OTTHUMG00000040017	NA	NA	NG_029025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000244522	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000232184.1	chr1:243503719-244002945	64	3.73e-9	chr1:243503719-244002945	Y	AKT3;SDCCAG8	AKT3 Megalencephaly- polymicrogyria-polydactyly- hydrocephalus syndrome; SDCCAG8 Senior-Loken syndrome 7	SCZ pmid=22614287	Akt3 behavioral neurological nervous	ENSG00000232184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000228939.1	chr1:243503719-244002945	64	3.73e-9	chr1:243503719-244002945	Y	AKT3;SDCCAG8	AKT3 Megalencephaly- polymicrogyria-polydactyly- hydrocephalus syndrome; SDCCAG8 Senior-Loken syndrome 7	SCZ pmid=22614287	Akt3 behavioral neurological nervous	ENSG00000228939	HGNC:41304	AKT3-IT1	AKT3 intronic transcript 1	non-coding RNA	RNA, long non-coding	Approved	1q44	01q44	NA	NA	NA	AKT3 intronic transcript 1 (non-protein coding)	NA	NA	2011-05-20	NA	2015-02-25	2015-02-25	100874263	OTTHUMG00000039993	uc057qwa.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS00002C213E	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000271615.1	chr2:57943593-58502192	28	1.47e-11	chr2:57943593-58502192	Y	FANCL;VRK2	FANCL Fanconi anemia, complementation group L	SCZ pmid= 21791550	NA	ENSG00000271615	HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22	pseudogene	pseudogene	Approved	2p16.1	02p16.1	NA	NA	NA	NA	NA	NA	2015-01-19	NA	NA	2015-01-19	100131953	OTTHUMG00000184337	NA	NA	NG_021565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000298443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000028116.12	chr2:57943593-58502192	28	1.47e-11	chr2:57943593-58502192	Y	FANCL;VRK2	FANCL Fanconi anemia, complementation group L	SCZ pmid= 21791550	NA	ENSG00000028116	HGNC:12719	VRK2	VRK serine/threonine kinase 2	protein-coding gene	gene with protein product	Approved	2p16.1	02p16.1	NA	NA	NA	vaccinia related kinase 2	NA	NA	1997-06-12	NA	2018-08-16	2018-08-16	7444	OTTHUMG00000129348	uc002rzo.3	AK058199	NM_006296	CCDS1859|CCDS46291|CCDS46292	Q86Y07	NA	MGI:1917172	RGD:1311585	NA	VRK2	602169	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2276	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000251738.1	chr2:57943593-58502192	28	1.47e-11	chr2:57943593-58502192	Y	FANCL;VRK2	FANCL Fanconi anemia, complementation group L	SCZ pmid= 21791550	NA	ENSG00000251738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000115392.7	chr2:57943593-58502192	28	1.47e-11	chr2:57943593-58502192	Y	FANCL;VRK2	FANCL Fanconi anemia, complementation group L	SCZ pmid= 21791550	NA	ENSG00000115392	HGNC:20748	FANCL	FA complementation group L	protein-coding gene	gene with protein product	Approved	2p16.1	02p16.1	FLJ10335|FAAP43|Pog	NA	PHF9	PHD finger protein 9|Fanconi anemia complementation group L	PHD finger proteins|FA complementation groups	88|548	2003-05-22	2003-10-15	2018-05-09	2018-12-06	55120	OTTHUMG00000129349	uc002rzw.5	AK001197	NM_018062	CCDS1860|CCDS46294	Q9NW38	NA	MGI:1914280	RGD:1311427	Fanconi Anaemia Mutation Database|http://www2.rockefeller.edu/fanconi/|Fanconi anemia database|http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCL|LRG_501|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_501.xml	FANCL	608111	NA	NA	NA	NA	121726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000273063.1	chr2:57943593-58502192	28	1.47e-11	chr2:57943593-58502192	Y	FANCL;VRK2	FANCL Fanconi anemia, complementation group L	SCZ pmid= 21791550	NA	ENSG00000273063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000233426.2	chr2:57943593-58502192	28	1.47e-11	chr2:57943593-58502192	Y	FANCL;VRK2	FANCL Fanconi anemia, complementation group L	SCZ pmid= 21791550	NA	ENSG00000233426	HGNC:37625	EIF3FP3	eukaryotic translation initiation factor 3 subunit F pseudogene 3	pseudogene	pseudogene	Approved	2p16.1	02p16.1	NA	NA	NA	eukaryotic translation initiation factor 3, subunit F pseudogene 3	NA	NA	2009-11-25	NA	2015-12-04	2015-12-04	339799	OTTHUMG00000152112	NA	NA	NG_006949.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000003137.4	chr2:72357335-72368185	74	7.39e-9	chr2:72357335-72368185	N	CYP26B1	CYP26B1 Craniosynostosis with radiohumeral fusions and other skeletal and craniofacial anomalies	NA	NA	ENSG00000003137	HGNC:20581	CYP26B1	cytochrome P450 family 26 subfamily B member 1	protein-coding gene	gene with protein product	Approved	2p13.2	02p13.2	P450RAI-2	NA	NA	cytochrome P450, family 26, subfamily B, polypeptide 1|cytochrome P450 family 26 subfamily A member 1	Cytochrome P450 family 26	1013	2004-01-26	NA	2015-12-09	2016-10-05	56603	OTTHUMG00000129756	uc002sih.3	NA	NM_019885	CCDS1919|CCDS62934	Q9NR63	10545224	MGI:2176159	RGD:631379	NA	CYP26B1	605207	NA	NA	NA	NA	299166	NA	NA	NA	NA	objectId:1367	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000135999.7	chr2:149390778-149520178	86	1.59e-8	chr2:149390778-149520178	N	EPC2	NA	NA	NA	ENSG00000135999	HGNC:24543	EPC2	enhancer of polycomb homolog 2	protein-coding gene	gene with protein product	Approved	2q23.1	02q23.1	DKFZP566F2124	NA	NA	enhancer of polycomb homolog 2 (Drosophila)	NA	NA	2004-05-04	NA	2016-02-01	2016-10-05	26122	OTTHUMG00000153739	uc010zbt.3	AF286904	NM_015630	CCDS46422	Q52LR7	NA	MGI:1278321	RGD:1307271	NA	EPC2	611000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000144290.12	chr2:162798555-162910255	105	4.62e-8	chr2:162798555-162910255	N	DPP4;SLC4A10	NA	NA	Slc4a10 behavioral neurological nervous	ENSG00000144290	HGNC:13811	SLC4A10	solute carrier family 4 member 10	protein-coding gene	gene with protein product	Approved	2q24.2	02q24.2	NBCn2|NCBE	NA	NA	solute carrier family 4, sodium bicarbonate transporter-like, member 10|solute carrier family 4, sodium bicarbonate transporter, member 10	Solute carriers	752	2000-11-09	NA	2016-02-17	2016-02-17	57282	OTTHUMG00000153938	uc002uby.5	NA	NM_022058	CCDS46438|CCDS54411|CCDS54412|CCDS86888	Q6U841	10964153|18319254	MGI:2150150	RGD:631407	NA	SLC4A10	605556	NA	NA	NA	SLC4A10	471090	NA	NA	NA	NA	objectId:911	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000197635.5	chr2:162798555-162910255	105	4.62e-8	chr2:162798555-162910255	N	DPP4;SLC4A10	NA	NA	Slc4a10 behavioral neurological nervous	ENSG00000197635	HGNC:3009	DPP4	dipeptidyl peptidase 4	protein-coding gene	gene with protein product	Approved	2q24.2	02q24.2	DPPIV	NA	CD26|ADCP2	dipeptidylpeptidase IV (CD26, adenosine deaminase complexing protein 2)|adenosine deaminase complexing protein 2|dipeptidyl-peptidase 4	CD molecules|DASH family	471|1205	1990-03-05	NA	2016-02-05	2016-02-05	1803	OTTHUMG00000132056	uc002ubz.4	M74777	NM_001935	CCDS2216	P27487	8101391	MGI:94919	RGD:2515	NA	DPP4	102720	NA	NA	NA	NA	NA	NA	NA	S09.003	NA	objectId:1612	NA	NA	CD26	NA	3.4.14.5	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000170396.6	chr2:185601420-185785420	17	1.53e-12	chr2:185601420-185785420	Y	ZNF804A	NA	SCZ pmid = 20368704	NA	ENSG00000170396	HGNC:21711	ZNF804A	zinc finger protein 804A	protein-coding gene	gene with protein product	Approved	2q32.1	02q32.1	NA	NA	C2orf10	NA	NA	NA	2004-11-30	2006-10-27	2006-10-27	2014-11-18	91752	OTTHUMG00000132625	uc002uph.4	AF052145	NM_194250	CCDS2291	Q7Z570	12970790	MGI:2442949	RGD:1305239	NA	ZNF804A	612282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000237824.2	chr2:185601420-185785420	17	1.53e-12	chr2:185601420-185785420	Y	ZNF804A	NA	SCZ pmid = 20368704	NA	ENSG00000237824	HGNC:36946	RPL23AP33	ribosomal protein L23a pseudogene 33	pseudogene	pseudogene	Approved	2q32.1	02q32.1	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2015-03-10	100271293	OTTHUMG00000153924	NA	NA	NG_010972	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000298252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000065413.12	chr2:198148577-198835577	31	2.06e-11	chr2:198148577-198835577	N	ANKRD44;BOLL;COQ10B;HSPD1;HSPE1;MARS2;PLCL1;RFTN2;SF3B1	HSPD1 Leukodystrophy, hypomyelinating, 4; HSPD1 Spastic paraplegia 13, autosomal dominant; SF3B1 Myelodysplastic syndrome, somatic	Intracranial aneurysm p=4E-8 pmid=18997786	Plcl1 behavioral neurological nervous	ENSG00000065413	HGNC:25259	ANKRD44	ankyrin repeat domain 44	protein-coding gene	gene with protein product	Approved	2q33.1	02q33.1	PP6-ARS-B	protein phosphatase 6 ankyrin repeat subunit B	NA	NA	Ankyrin repeat domain containing|Protein phosphatase 6 regulatory subunits	403|699	2005-05-29	NA	NA	2016-04-25	91526	OTTHUMG00000154411	uc021vuj.1	AK097086	NM_153697	CCDS33355|CCDS74619	Q8N8A2	NA	MGI:3045243	RGD:1561893	NA	ANKRD44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
