gene_symbol	gene_symbol_original	gene_symbol_corrected_reason	PheGenI_n	PheGenI_evidence	hgnc_id	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	mult_matches
RNU6-15P	RNU6-15P	ok	1	rs3847375, NEBL-AS1 and RNU6-15P, PMID:22885689	HGNC:34259	RNA, U6 small nuclear 15, pseudogene	pseudogene	pseudogene	Approved	10p12.31	10p12.31	NA	NA	RNU6-15	RNA, U6 small nuclear 15	NA	NA	2008-06-10	2013-05-01	2013-05-01	2013-05-01	100302741	ENSG00000207264	NA	NA	NA	NR_028372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RNU6-34P	RNU6-34P	ok	2	rs4626214, RNU6-34P and COX7A2P2, PMID:26198764; rs2204919, RNU6-34P and COX7A2P2, PMID:0	HGNC:34278	RNA, U6 small nuclear 34, pseudogene	pseudogene	pseudogene	Approved	4q22.3	04q22.3	NA	NA	RNU6-34	RNA, U6 small nuclear 34	NA	NA	2008-06-10	2013-05-01	2013-05-01	2013-05-01	100873749	ENSG00000201744	NA	NA	NA	NR_046492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RNU6-63P	RNU6-63P	ok	1	rs9512730, RNU6-63P and LNX2, PMID:18347602	HGNC:42553	RNA, U6 small nuclear 63, pseudogene	pseudogene	pseudogene	Approved	13q12.2	13q12.2	NA	NA	RNU6-63	RNA, U6 small nuclear 63	NA	NA	2011-08-08	2013-05-01	2013-05-01	2013-05-01	100873768	ENSG00000252499	NA	NA	NA	NR_046934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RNU6-67P	RNU6-67P	ok	1	rs80208670, RNU6-67P and SLITRK1, PMID:27400856	HGNC:42557	RNA, U6 small nuclear 67, pseudogene	pseudogene	pseudogene	Approved	13q31.1	13q31.1	NA	NA	RNU6-67	RNA, U6 small nuclear 67	NA	NA	2011-08-08	2013-05-01	2013-05-01	2013-05-01	100873771	ENSG00000222791	NA	NA	NA	NR_046937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RNU7-2P	RNU7-2P	ok	1	rs2381759, RPL6P5 and RNU7-2P, PMID:26198764	HGNC:34098	RNA, U7 small nuclear 2 pseudogene	pseudogene	pseudogene	Approved	2q22.3	02q22.3	U7.2	NA	NA	NA	NA	NA	2008-05-08	NA	2008-05-08	2015-03-04	100147745	ENSG00000251905	NA	uc061olq.1	NA	NG_007583	NA	NA	18267300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RNU7-51P	RNU7-51P	ok	2	rs8012642, RNU7-51P and RNU3P3, PMID:26198764; rs12887386, RNU7-51P and RNU3P3, PMID:26198764	HGNC:34147	RNA, U7 small nuclear 51 pseudogene	pseudogene	pseudogene	Approved	14q31.1	14q31.1	U7.51	NA	NA	NA	NA	NA	2008-05-08	NA	NA	2014-11-19	100151647	ENSG00000252369	NA	uc059dzf.1	NA	NG_007669	NA	NA	18267300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RNY4P16	RNY4P16	ok	1	rs6586354, RNY4P16 and TOMM20, PMID:25944848	HGNC:34066	RNY4 pseudogene 16	pseudogene	pseudogene	Approved	1q42.11	01q42.11	NA	NA	NA	RNA, Ro-associated Y4 pseudogene 16	NA	NA	2008-04-04	NA	2018-11-07	2018-11-07	100431173	ENSG00000201638	NA	uc057qmn.1	NA	NG_021236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RNY5P5	RNY5P5	ok	1	rs73388146, NUP50P2 and RNY5P5, PMID:26198764	HGNC:34086	RNY5 pseudogene 5	pseudogene	pseudogene	Approved	6p22.3	06p22.3	NA	NA	NA	RNA, Ro-associated Y5 pseudogene 5	NA	NA	2008-05-01	NA	2018-11-07	2018-11-07	100379658	NA	NA	NA	NA	NG_016705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
ROBO2	ROBO2	ok	1	rs35261864, ROBO2, PMID:26198764	HGNC:10250	roundabout guidance receptor 2	protein-coding gene	gene with protein product	Approved	3p12.3	03p12.3	KIAA1568	NA	NA	roundabout (axon guidance receptor, Drosophila) homolog 2|roundabout, axon guidance receptor, homolog 2 (Drosophila)	Fibronectin type III domain containing|I-set domain containing|Ig-like cell adhesion molecule family	555|593|1410	1998-03-26	NA	2015-06-26	2018-11-19	6092	ENSG00000185008	OTTHUMG00000158935	uc003dpy.5	AF040991	NM_001128929	CCDS43109|CCDS54609	Q9HCK4	9458045	MGI:1890110	RGD:620167	NA	ROBO2	602431	NA	NA	NA	NA	289371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RORA	RORA	ok	1	rs7172342, RORA, PMID:23212062	HGNC:10258	RAR related orphan receptor A	protein-coding gene	gene with protein product	Approved	15q22.2	15q22.2	RZRA|ROR1|ROR2|ROR3|NR1F1	NA	NA	RAR-related orphan receptor A	Nuclear hormone receptors	71	1995-04-13	NA	2016-01-25	2016-10-05	6095	ENSG00000069667	OTTHUMG00000132769	uc002agx.4	U04897	NM_134261	CCDS10177|CCDS10178|CCDS10179|CCDS45271	P35398	7926749	MGI:104661	RGD:1308419	NA	RORA	600825	NA	NA	NA	NA	470992	NA	NA	NA	NA	objectId:598	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL10AP3	RPL10AP3	ok	5	rs2609653, RPL10AP3 and RPL21P80, PMID:23453885; rs74804370, CYCSP3 and RPL10AP3, PMID:26198764; rs6990255, CYCSP3 and RPL10AP3, PMID:23453885; rs2729993, CYCSP3 and RPL10AP3, PMID:0; rs6468235, CYCSP3 and RPL10AP3, PMID:0	HGNC:29803	ribosomal protein L10a pseudogene 3	pseudogene	pseudogene	Approved	8p12	08p12	HsT23218	NA	NA	NA	NA	NA	2009-03-01	NA	NA	2014-11-18	137107	ENSG00000215264	OTTHUMG00000158593	NA	NA	NG_009498	NA	NA	19123937	NA	NA	NA	RPL10AP3	NA	NA	NA	NA	NA	NA	PGOHUM00000250005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL11P2	RPL11P2	ok	1	rs6867265, RPL11P2 and HINT1, PMID:23453885	HGNC:36983	ribosomal protein L11 pseudogene 2	pseudogene	pseudogene	Approved	5q23.3	05q23.3	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	133629	NA	NA	NA	NA	NG_009748	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL12P30	RPL12P30	ok	1	rs1765142, ARL14EP and RPL12P30, PMID:26198764	HGNC:35970	ribosomal protein L12 pseudogene 30	pseudogene	pseudogene	Approved	11p14.1	11p14.1	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2015-10-07	100271405	ENSG00000242353	OTTHUMG00000158338	NA	NA	NG_010243	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000290861	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL13AP13	RPL13AP13	ok	1	rs27419, MOCS2 and RPL13AP13, PMID:26198764	HGNC:36541	ribosomal protein L13a pseudogene 13	pseudogene	pseudogene	Approved	5q11.2	05q11.2	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	402214	NA	NA	NA	NA	NG_010205	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL15P2	RPL15P2	ok	1	rs8019257, RPL15P2 and DICER1, PMID:0	HGNC:19803	ribosomal protein L15 pseudogene 2	pseudogene	pseudogene	Approved	14q32.13	14q32.13	NA	NA	NA	NA	NA	NA	2009-03-01	NA	NA	2017-10-30	326279	ENSG00000240914	OTTHUMG00000158125	NA	NA	NG_002539	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000292441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL17P14	RPL17P14	ok	1	rs7601312, SPHKAP and RPL17P14, PMID:26198764	HGNC:35806	ribosomal protein L17 pseudogene 14	pseudogene	pseudogene	Approved	2q36.3	02q36.3	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	100270941	NA	NA	NA	NA	NG_010484	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL17P33	RPL17P33	ok	1	rs601962, DUSP4 and RPL17P33, PMID:0	HGNC:36654	ribosomal protein L17 pseudogene 33	pseudogene	pseudogene	Approved	8p12	08p12	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2017-10-30	646909	ENSG00000243844	OTTHUMG00000158589	NA	NA	NG_011315	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000303491	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL18P7	RPL18P7	ok	1	rs145712811, RPL18P7 and TRPS1, PMID:27846195	HGNC:35936	ribosomal protein L18 pseudogene 7	pseudogene	pseudogene	Approved	8q23.3	08q23.3	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	100270945	NA	NA	NA	NA	NG_010500	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL19P11	RPL19P11	ok	1	rs75094680, HPRT1P2 and RPL19P11, PMID:26198764	HGNC:36953	ribosomal protein L19 pseudogene 11	pseudogene	pseudogene	Approved	5p13.3	05p13.3	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2013-09-24	100270950	ENSG00000241668	OTTHUMG00000157639	NA	NA	NG_010524	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000235543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL21P119	RPL21P119	ok	2	rs12325410, RPL21P119 and RNA5SP404, PMID:23453885; rs77561866, RPL21P119 and RNA5SP404, PMID:27846195	HGNC:35614	ribosomal protein L21 pseudogene 119	pseudogene	pseudogene	Approved	16p13.2	16p13.2	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2017-10-30	653737	ENSG00000220793	OTTHUMG00000158086	NA	NA	NG_010884	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL21P126	RPL21P126	ok	2	rs72934570, RPL21P126 and LOC642484, PMID:26198764; rs72934570, RPL21P126 and LOC642484, PMID:25056061	HGNC:35959	ribosomal protein L21 pseudogene 126	pseudogene	pseudogene	Approved	18q21.2	18q21.2	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2013-09-23	100271449	ENSG00000242320	OTTHUMG00000158252	NA	NA	NG_010465	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000263628	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL21P38	RPL21P38	ok	1	rs11690935, RPL21P38 and DYNC1I2, PMID:26198764	HGNC:36349	ribosomal protein L21 pseudogene 38	pseudogene	pseudogene	Approved	2q31.1	02q31.1	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2012-11-23	100131481	ENSG00000233934	OTTHUMG00000154060	NA	NA	NG_010810	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000241017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL21P40	RPL21P40	ok	1	rs4955124, ZNF860 and RPL21P40, PMID:26198764	HGNC:36189	ribosomal protein L21 pseudogene 40	pseudogene	pseudogene	Approved	3p22.3	03p22.3	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2011-07-27	100271158	ENSG00000235670	OTTHUMG00000155839	NA	NA	NG_010284	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000237980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL21P46	RPL21P46	ok	2	rs207282, KRT18P63 and RPL21P46, PMID:26198764; rs62296447, KRT18P63 and RPL21P46, PMID:26198764	HGNC:35687	ribosomal protein L21 pseudogene 46	pseudogene	pseudogene	Approved	4p15.31	04p15.31	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	645174	NA	NA	NA	NA	NG_009673	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL21P59	RPL21P59	ok	2	rs10077591, RPL21P59 and RPL7P20, PMID:27922604; rs77421486, RPS15P6 and RPL21P59, PMID:26198764	HGNC:36922	ribosomal protein L21 pseudogene 59	pseudogene	pseudogene	Approved	5q34	05q34	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	100271174	NA	NA	NA	NA	NG_010369	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL21P71	RPL21P71	ok	2	rs4681346, PLSCR5 and RPL21P71, PMID:24039173; rs6440475, PLSCR5 and RPL21P71, PMID:27846195	HGNC:36049	ribosomal protein L21 pseudogene 71	pseudogene	pseudogene	Approved	3q24	03q24	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2012-11-15	729962	ENSG00000239412	OTTHUMG00000157393	NA	NA	NG_011368	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000259876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL21P80	RPL21P80	ok	1	rs2609653, RPL10AP3 and RPL21P80, PMID:23453885	HGNC:35697	ribosomal protein L21 pseudogene 80	pseudogene	pseudogene	Approved	8p12	08p12	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	100133273	NA	NA	NA	NA	NG_009717	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL22P17	RPL22P17	ok	1	rs7897654, RPL22P17 and CNNM2, PMID:23894747	HGNC:36985	ribosomal protein L22 pseudogene 17	pseudogene	pseudogene	Approved	10q24.32	10q24.32	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2016-08-17	100271289	ENSG00000235266	OTTHUMG00000018974	NA	NA	NG_010956	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000289984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL23AP32	RPL23AP32	ok	1	rs354225, RPL23AP32 and EML6, PMID:26198764	HGNC:25345	ribosomal protein L23a pseudogene 32	pseudogene	pseudogene	Approved	2p16.2	02p16.2	DKFZp547I014	NA	NA	NA	NA	NA	2009-03-12	NA	NA	2015-03-10	56969	ENSG00000237887	OTTHUMG00000152036	NA	NA	NM_020217	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000298439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL23AP33	RPL23AP33	ok	2	rs4380187, RPL23AP33 and ELF2P4, PMID:23974872; rs1483242, RPL23AP33 and ELF2P4, PMID:26198764	HGNC:36946	ribosomal protein L23a pseudogene 33	pseudogene	pseudogene	Approved	2q32.1	02q32.1	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2015-03-10	100271293	ENSG00000237824	OTTHUMG00000153924	NA	NA	NG_010972	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000298252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL23AP68	RPL23AP68	ok	1	rs11104379, RPL23AP68 and CYCSP30, PMID:26198764	HGNC:35489	ribosomal protein L23a pseudogene 68	pseudogene	pseudogene	Approved	12q21.32	12q21.32	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2015-03-10	100130555	ENSG00000242850	OTTHUMG00000157656	NA	NA	NG_011302	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000291422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL23P11	RPL23P11	ok	1	rs1412115, LINC00838 and RPL23P11, PMID:21682944	HGNC:36457	ribosomal protein L23 pseudogene 11	pseudogene	pseudogene	Approved	10p11.22	10p11.22	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2013-09-23	100271297	ENSG00000226407	OTTHUMG00000017941	NA	NA	NG_010998	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000238719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL23P3	RPL23P3	ok	3	rs4650608, RPL23P3 and ADGRL4, PMID:24280982; rs4650608, RPL23P3 and ADGRL4, PMID:23453885; rs10873998, RPL23P3 and ADGRL4, PMID:23453885	HGNC:35988	ribosomal protein L23 pseudogene 3	pseudogene	pseudogene	Approved	1p31.1	01p31.1	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	100130630	NA	NA	NA	NA	NG_010377	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL26P14	RPL26P14	ok	1	rs35662245, PABPC1P2 and RPL26P14, PMID:26198764	HGNC:36184	ribosomal protein L26 pseudogene 14	pseudogene	pseudogene	Approved	2q22.3	02q22.3	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	100133235	NA	NA	NA	NA	NG_010597	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL29P18	RPL29P18	ok	1	rs9297357, RPL29P18 and TMCC1P1, PMID:23453885	HGNC:36327	ribosomal protein L29 pseudogene 18	pseudogene	pseudogene	Approved	8q22.3	08q22.3	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	644103	NA	NA	NA	NA	NG_010002	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL29P27	RPL29P27	ok	1	rs16933618, RPL29P27 and FAR2, PMID:0	HGNC:35551	ribosomal protein L29 pseudogene 27	pseudogene	pseudogene	Approved	12p11.22	12p11.22	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	100130792	NA	NA	NA	NA	NG_011196	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL30P1	RPL30P1	ok	1	rs61826828, RNA5SP68 and RPL30P1, PMID:26198764	HGNC:36642	ribosomal protein L30 pseudogene 1	pseudogene	pseudogene	Approved	1q25.1	01q25.1	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2013-05-09	100270975	ENSG00000225713	OTTHUMG00000034821	NA	NA	NG_010656	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000244341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL30P9	RPL30P9	ok	1	rs7825274, LPL and RPL30P9, PMID:0	HGNC:35763	ribosomal protein L30 pseudogene 9	pseudogene	pseudogene	Approved	8p21.3	08p21.3	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2013-05-09	100270981	ENSG00000242709	OTTHUMG00000158581	NA	NA	NG_010689	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000249264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL31P12	RPL31P12	ok	1	rs35998080, RPL31P12 and KRT8P21, PMID:26198764	HGNC:35546	ribosomal protein L31 pseudogene 12	pseudogene	pseudogene	Approved	1p31.1	01p31.1	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2013-09-23	100270887	ENSG00000227207	OTTHUMG00000009455	NA	NA	NG_010207	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000244756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL31P55	RPL31P55	ok	1	rs2083117, RPL31P55 and FAM149B1P1, PMID:27846195	HGNC:36982	ribosomal protein L31 pseudogene 55	pseudogene	pseudogene	Approved	15q26.2	15q26.2	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	100128250	NA	NA	NA	NA	NG_011296	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL32P10	RPL32P10	ok	1	rs13096210, FLYWCH1P1 and RPL32P10, PMID:26198764	HGNC:35641	ribosomal protein L32 pseudogene 10	pseudogene	pseudogene	Approved	3q26.33	03q26.33	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2009-03-11	391595	NA	NA	NA	NA	NG_010893	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
RPL32P31	RPL32P31	ok	1	rs28587833, NPTX1 and RPL32P31, PMID:26198764	HGNC:37035	ribosomal protein L32 pseudogene 31	pseudogene	pseudogene	Approved	17q25.3	17q25.3	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2017-10-30	201259	ENSG00000213128	OTTHUMG00000157959	NA	NA	NG_010233	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000294555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NA
