Entry	Trait	SNP_rsID	anno_class	gene1_symbol	gene1_ID	gene2_symbol	gene2_ID	car	pos	PValue	source	PubMed	analysis_ID	study_ID	study_name	population
663	Schizophrenia	1033394	intergenic	DNAJA1P4	728614	FRK	2444	6	114392159	1E-6	NHGRI	26198764				Arab
664	Schizophrenia	524732	intron	MTHFD1L	25902	MTHFD1L	25902	6	150993705	1E-6	NHGRI	26198764				Arab
665	Schizophrenia	117673608	intron	PARK2	5071	PARK2	5071	6	161931643	1E-6	NHGRI	27846195				European
666	Schizophrenia	9347865	intergenic	QKI	9444	C6orf118	168090	6	164507108	1E-6	NHGRI	26821981				European
667	Schizophrenia	13247936	intergenic	NXPH1	30010	RPL9P19	100129634	7	8921233	1E-6	NHGRI	26198764				Arab
668	Schizophrenia	4727751	intron	MAGI2	9863	MAGI2	9863	7	78707618	1E-6	NHGRI	26198764				Arab
669	Schizophrenia	73201076	intron	IMMP2L	83943	IMMP2L	83943	7	111135343	1E-6	NHGRI	26198764				Arab
670	Schizophrenia	201447509	intron	NSMCE2	286053	NSMCE2	286053	8	125236380	1E-6	NHGRI	27846195				European
671	Schizophrenia	10812882	intron	LINGO2	158038	LINGO2	158038	9	28891819	1E-6	NHGRI	26198764				Arab
672	Schizophrenia	10124101	intergenic	HMGB3P24	646993	RNF38	152006	9	36308830	1E-6	NHGRI	26198764				Arab
673	Schizophrenia	643410	intron	TMEM245	23731	TMEM245	23731	9	109037283	1E-6	NHGRI	23382809				European
674	Schizophrenia	12001041	intergenic	PAEP	5047	GLT6D1	360203	9	135600269	1E-6	NHGRI	27846195				European
675	Schizophrenia	7099380	intron	CACNB2	783	CACNB2	783	10	18260087	1E-6	NHGRI	26198764				Arab
676	Schizophrenia	3847375	intergenic	NEBL-AS1	100128511	RNU6-15P	100302741	10	21278636	1E-6	NHGRI	22885689				European
677	Schizophrenia	114540395	intergenic	FBXW4	6468	FGF8	2253	10	101719305	1E-6	NHGRI	26198764				Arab
678	Schizophrenia	190474885	intergenic	MARCKSL1P1	100913183	ST13P13	401648	10	103213560	1E-6	NHGRI	26198764				Arab
679	Schizophrenia	11597473	intron	NEURL1	9148	NEURL1	9148	10	103559284	1E-6	NHGRI	26198764				Arab
680	Schizophrenia	10769859	intergenic	COX6CP5	100862855	EIF3F	8665	11	7979900	1E-6	NHGRI	27846195				European
681	Schizophrenia	4073405	intergenic	SYT13	57586	LOC399886	399886	11	45302302	1E-6	NHGRI	27922604				East Asian
682	Schizophrenia	11231629	intron	MARK2	2011	MARK2	2011	11	63881101	1E-6	NHGRI	26198764				Arab
683	Schizophrenia	73006788	intergenic	PVRL1	5818	TRIM29	23650	11	119793235	1E-6	NHGRI	27846195				European
684	Schizophrenia	548181	nearGene-5	STT3A	3703	STT3A	3703	11	125591814	1E-6	NHGRI	21926974				European
685	Schizophrenia	7314326	intron	SOX5	6660	SOX5	6660	12	23954663	1E-6	NHGRI	26198764				Arab
686	Schizophrenia	10745841	intron	LOC101928937	101928937	LOC101928937	101928937	12	99099957	1E-6	NHGRI	26198764				Arab
687	Schizophrenia	10745841	intron	ANKS1B	56899	ANKS1B	56899	12	99099957	1E-6	NHGRI	26198764				Arab
688	Schizophrenia	1920592	intergenic	GLULP5	100421694	TBX5	6910	12	114267781	1E-6	NHGRI	23212062				European
689	Schizophrenia	11064768	intron	CCDC60	160777	CCDC60	160777	12	119380704	1E-6	NHGRI	18332876				European
690	Schizophrenia	648516	intergenic	LINC00571	100874188	UFM1	51569	13	38255485	1E-6	NHGRI	26198764				Arab
691	Schizophrenia	182333180	intron	CCDC122	160857	CCDC122	160857	13	43857773	1E-6	NHGRI	27846195				European
692	Schizophrenia	11617058	intergenic	MTND5P3	100873210	LINC00351	100874137	13	84718977	10E-7	NHGRI	26198764				Arab
693	Schizophrenia	1973985	intergenic	RPL35P9	100873796	RPL35P7	341604	13	106430556	1E-6	NHGRI	26249676				NR
694	Schizophrenia	12871532	intergenic	FAM155A-IT1	100874375	LIG4	3981	13	108016199	1E-6	NHGRI	23453885				European
695	Schizophrenia	3812831	intergenic	RASA3	22821	CDC16	8881	13	114134675	1E-6	NHGRI	26198764				Arab
696	Schizophrenia	4901536	intron	SAMD4A	23034	SAMD4A	23034	14	54733816	1E-6	NHGRI	27846195				European
697	Schizophrenia	12434701	intergenic	SPTLC2	9517	ALKBH1	8846	14	77643001	1E-6	NHGRI	27846195				European
698	Schizophrenia	12914626	intron	LOC101928694	101928694	LOC101928694	101928694	15	58446224	10E-7	NHGRI	26198764				Arab
699	Schizophrenia	12914626	intron	LIPC	3990	LIPC	3990	15	58446224	10E-7	NHGRI	26198764				Arab
700	Schizophrenia	201061212	intron	ZFAND6	54469	ZFAND6	54469	15	80091637	1E-6	NHGRI	27846195				European
701	Schizophrenia	2083117	intergenic	RPL31P55	100128250	FAM149B1P1	388181	15	96536103	1E-6	NHGRI	27846195				European
702	Schizophrenia	12325410	intergenic	RPL21P119	653737	RNA5SP404	100873656	16	9581389	1E-6	NHGRI	23453885				European
703	Schizophrenia	62055045	intron	CALB2	794	CALB2	794	16	71362758	1E-6	NHGRI	26198764				Arab
704	Schizophrenia	8057927	intron	CDH13	1012	CDH13	1012	16	82659207	1E-6	NHGRI	23358160				European
705	Schizophrenia	12443954	intergenic	SPATA33	124045	CDK10	8558	16	89675088	1E-6	NHGRI	23453885				European
706	Schizophrenia	8067545	UTR-5	SPECC1	92521	SPECC1	92521	17	20009397	1E-6	NHGRI	26198764				Arab
707	Schizophrenia	17512836	intron	TCF4	6925	TCF4	6925	18	55527730	1E-6	NHGRI	21926974				European
708	Schizophrenia	144960271	intergenic	RBX1	9978	RPS9P2	267009	22	40993781	1E-6	NHGRI	26198764				Arab
709	Schizophrenia	76989557	intergenic	TBC1D22A-AS1	642757	LINC00898	400932	22	47616362	1E-6	NHGRI	27846195				European
710	Schizophrenia	12745968	intron	FAM69A	388650	FAM69A	388650	1	92936280	1.04E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
711	Schizophrenia	11164835	intron	FAM69A	388650	FAM69A	388650	1	92913536	1.46E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
712	Schizophrenia	271876	intergenic	NPM1P10	10837	HACE1	57531	6	104366924	1.47E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
713	Schizophrenia	2811600	intron	FAM69A	388650	FAM69A	388650	1	92868581	1.59E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
714	Schizophrenia	11789399	intergenic	TPT1P9	389787	BRINP1	1620	9	118597008	1.6E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
715	Schizophrenia	2255723	intron	FAM69A	388650	FAM69A	388650	1	92902752	1.94E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
716	Schizophrenia	12738007	intron	MECR	51102	MECR	51102	1	29195193	2E-6	NHGRI	26531332				East Asian
717	Schizophrenia	11211309	intron	MKNK1	8569	MKNK1	8569	1	46579541	2E-6	NHGRI	26198764				Arab
718	Schizophrenia	55675132	intron	TSPAN2	10100	TSPAN2	10100	1	115077013	2E-6	NHGRI	26198764				Arab
719	Schizophrenia	12069356	intergenic	KCNN3	3782	PMVK	10654	1	154877295	2E-6	NHGRI	26198764				Arab
720	Schizophrenia	2242194	ncRNA	ZBTB7B	51043	ZBTB7B	51043	1	155017821	2E-6	NHGRI	26198764				Arab
721	Schizophrenia	2242194	UTR-3	DCST2	127579	DCST2	127579	1	155017821	2E-6	NHGRI	26198764				Arab
722	Schizophrenia	10911902	intergenic	PDC	5132	PTGS2	5743	1	186663185	2E-6	NHGRI	18347602				Asian|African|European|African American|Indian American|Hispanic
723	Schizophrenia	6678676	intergenic	FAM58BP	339521	LINC00862	554279	1	200297375	2E-6	NHGRI	26198764				Arab
724	Schizophrenia	2297909	intron	KIF21B	23046	KIF21B	23046	1	200991179	2E-6	NHGRI	23453885				European
725	Schizophrenia	41314284	UTR-3	C1orf95	375057	C1orf95	375057	1	226602300	2E-6	NHGRI	26198764				Arab
726	Schizophrenia	1524480	intergenic	LINC01249	727982	LINC01248	102723818	2	5322854	2E-6	NHGRI	26198764				Arab
727	Schizophrenia	76832595	intron	KLHL29	114818	KLHL29	114818	2	23503849	2E-6	NHGRI	26198764				Arab
728	Schizophrenia	698833	intron	CAMKMT	79823	CAMKMT	79823	2	44508299	2E-6	NHGRI	26821981				European
729	Schizophrenia	78944489	intergenic	RAB11FIP5	26056	NOTO	344022	2	73191915	2E-6	NHGRI	26198764				Arab
730	Schizophrenia	12997796	intron	RMND5A	64795	RMND5A	64795	2	86747195	2E-6	NHGRI	26198764				Arab
731	Schizophrenia	9631085	intron	ANKRD36	375248	ANKRD36	375248	2	97220558	2E-6	NHGRI	26198764				Arab
732	Schizophrenia	28425639	intron	AFF3	3899	AFF3	3899	2	99936050	2E-6	NHGRI	27846195				European
733	Schizophrenia	6430491	intergenic	NCKAP5	344148	MGAT5	4249	2	134083396	2E-6	NHGRI	26198764				Arab
734	Schizophrenia	10170846	intron	FARSB	10056	FARSB	10056	2	222652986	2E-6	NHGRI	25781172				Arab
735	Schizophrenia	3749448	intron	GRM7	2917	GRM7	2917	3	7146429	2E-6	NHGRI	26876947				East Asian|European
736	Schizophrenia	7428850	nearGene-3	THRB	7068	THRB	7068	3	24116906	2E-6	NHGRI	26821981				European
737	Schizophrenia	9834970	intergenic	HSPD1P6	645548	TRANK1	9881	3	36814539	2E-6	NHGRI	23453885				European
738	Schizophrenia	11130874	intron	PTPRG	5793	PTPRG	5793	3	62079095	2E-6	NHGRI	21926974				European
739	Schizophrenia	504918	intron	KALRN	8997	KALRN	8997	3	124364323	2E-6	NHGRI	26198764				Arab
740	Schizophrenia	789859	nearGene-5	FAM43A	131583	FAM43A	131583	3	194685159	2E-6	NHGRI	26821981				European
741	Schizophrenia	183993610	intron	LNX1	84708	LNX1	84708	4	53540709	2E-6	NHGRI	27846195				European
742	Schizophrenia	12498839	intron	GPM6A	2823	GPM6A	2823	4	175810250	2E-6	NHGRI	26198764				Arab
743	Schizophrenia	12498839	intron	LOC101928590	101928590	LOC101928590	101928590	4	175810250	2E-6	NHGRI	26198764				Arab
744	Schizophrenia	62355986	intergenic	PIK3R1	5295	SUMO2P4	100288757	5	68360793	2E-6	NHGRI	26198764				Arab
745	Schizophrenia	12332385	intron	LINC01183	728586	LINC01183	728586	5	127878652	2E-6	NHGRI	26198764				Arab
746	Schizophrenia	6867265	intergenic	RPL11P2	133629	HINT1	3094	5	131078288	2E-6	NHGRI	23453885				European
747	Schizophrenia	609412	intron	PPP2R2B	5521	PPP2R2B	5521	5	146845681	2E-6	NHGRI	23453885				European
748	Schizophrenia	113731670	intergenic	C6orf62	81688	GMNN	51053	6	24738159	2E-6	NHGRI	26198764				Arab
749	Schizophrenia	2296342	intron	ITPR3	3710	ITPR3	3710	6	33659300	2E-6	NHGRI	26198764				Arab
750	Schizophrenia	6917512	intergenic	LRFN2	57497	UNC5CL	222643	6	40860546	2E-6	NHGRI	26198764				Arab
751	Schizophrenia	10275045	intron	MAD1L1	8379	MAD1L1	8379	7	1881190	2E-6	NHGRI	24280982				European
752	Schizophrenia	10262624	intergenic	PCMTD1P3	100422595	RNA5SP228	100873486	7	23876057	2E-6	NHGRI	26198764				Arab
753	Schizophrenia	58880514	intergenic	AUTS2	26053	WBSCR17	64409	7	70939851	2E-6	NHGRI	26198764				Arab
754	Schizophrenia	12699131	intron	CALN1	83698	CALN1	83698	7	72286331	2E-6	NHGRI	21926974				European
755	Schizophrenia	78900159	intron	GSAP	54103	GSAP	54103	7	77339061	2E-6	NHGRI	27400856				European
756	Schizophrenia	12681288	intron	DLGAP2	9228	DLGAP2	9228	8	1085152	2E-6	NHGRI	26198764				Arab
757	Schizophrenia	12681288	intron	ERICH1-AS1	619343	ERICH1-AS1	619343	8	1085152	2E-6	NHGRI	26198764				Arab
758	Schizophrenia	116939006	intron	SGCZ	137868	SGCZ	137868	8	14416309	2E-6	NHGRI	27846195				European
759	Schizophrenia	201581573	intergenic	TUSC3	7991	PPM1AP1	137012	8	15777526	2E-6	NHGRI	27846195				European
760	Schizophrenia	6468049	intergenic	KCTD9P6	642513	NRG1	3084	8	31484951	2E-6	NHGRI	26198764				Arab
761	Schizophrenia	6990255	intergenic	CYCSP3	349198	RPL10AP3	137107	8	34269430	2E-6	NHGRI	23453885				European
762	Schizophrenia	145712811	intergenic	RPL18P7	100270945	TRPS1	7227	8	113555989	2E-6	NHGRI	27846195				European
763	Schizophrenia	78309295	intergenic	TRIB1	10221	LINC00861	100130231	8	125516480	2E-6	NHGRI	27846195				European
764	Schizophrenia	2860223	intergenic	ST3GAL1	6482	MTND2P7	100873179	8	133656434	2E-6	NHGRI	23382809				European
765	Schizophrenia	7045881	intron	PLAA	9373	PLAA	9373	9	26935998	2E-6	NHGRI	20185149				European
766	Schizophrenia	11790388	intron	RALGPS1	9649	RALGPS1	9649	9	126978004	2E-6	NHGRI	26198764				Arab
767	Schizophrenia	2977993	intron	CCBL1	883	CCBL1	883	9	128846507	2E-6	NHGRI	26198764				Arab
768	Schizophrenia	78178087	intron	CACNA1B	774	CACNA1B	774	9	137974654	2E-6	NHGRI	27846195				European
769	Schizophrenia	17731	ncRNA	KLF6	1316	KLF6	1316	10	3779369	2E-6	NHGRI	26198764				Arab
770	Schizophrenia	6602217	intergenic	LINC00707	100507127	SFMBT2	57713	10	6904301	2E-6	NHGRI	23453885				European
771	Schizophrenia	2802493	intergenic	LINC00841	283033	CXCL12	6387	10	44058135	2E-6	NHGRI	26249676				NR
772	Schizophrenia	11004008	intron	PCDH15	65217	PCDH15	65217	10	54025428	2E-6	NHGRI	26198764				Arab
773	Schizophrenia	11006253	intron	BICC1	80114	BICC1	80114	10	58759688	2E-6	NHGRI	26198764				Arab
774	Schizophrenia	16916041	intergenic	LINC00845	100507058	TMEM26	219623	10	61386789	2E-6	NHGRI	27400856				European
775	Schizophrenia	61867294	intron	SORCS3	22986	SORCS3	22986	10	104809449	2E-6	NHGRI	26198764				Arab
776	Schizophrenia	1765142	intergenic	ARL14EP	120534	RPL12P30	100271405	11	30357012	2E-6	NHGRI	26198764				Arab
777	Schizophrenia	11224899	intergenic	JRKL-AS1	100874053	RNA5SP347	100873609	11	97088525	2E-6	NHGRI	22648509				European
778	Schizophrenia	147237795	intergenic	KIRREL3-AS3	283165	ETS1	2113	11	127546637	2E-6	NHGRI	27846195				European
779	Schizophrenia	117858172	intergenic	KIRREL3-AS3	283165	ETS1	2113	11	128440905	2E-6	NHGRI	27846195				European
780	Schizophrenia	1006737	intron	CACNA1C	775	CACNA1C	775	12	2236129	2E-6	NHGRI	24280982				European
781	Schizophrenia	4765905	intron	CACNA1C	775	CACNA1C	775	12	2240418	2E-6	NHGRI	21926974				European
782	Schizophrenia	10783624	intergenic	CPNE8	144402	KIF21A	55605	12	39129105	2E-6	NHGRI	26198764				Arab
783	Schizophrenia	10860392	intron	LOC101928937	101928937	LOC101928937	101928937	12	99104409	2E-6	NHGRI	23453885				European
784	Schizophrenia	10860392	intron	ANKS1B	56899	ANKS1B	56899	12	99104409	2E-6	NHGRI	23453885				European
785	Schizophrenia	61021925	intron	CLIP1	6249	CLIP1	6249	12	122379112	2E-6	NHGRI	26198764				Arab
786	Schizophrenia	1482292	intron	TMEM132D	121256	TMEM132D	121256	12	129333701	2E-6	NHGRI	26198764				Arab
787	Schizophrenia	9316337	intron	MIPEPP3	650794	MIPEPP3	650794	13	21388068	2E-6	NHGRI	26198764				Arab
788	Schizophrenia	9316337	intron	ZDHHC20	253832	ZDHHC20	253832	13	21388068	2E-6	NHGRI	26198764				Arab
789	Schizophrenia	78547569	intron	CCDC122	160857	CCDC122	160857	13	43866062	2E-6	NHGRI	27846195				European
790	Schizophrenia	191581512	intergenic	LINC00284	121838	SMIM2-AS1	101929212	13	44105194	2E-6	NHGRI	27846195				European
791	Schizophrenia	302010	intergenic	ATXN8OS	6315	MTCL1P1	100288130	13	70145330	2E-6	NHGRI	26198764				Arab
792	Schizophrenia	35058679	intron	CLDN10-AS1	100874194	CLDN10-AS1	100874194	13	95493125	2E-6	NHGRI	26198764				Arab
793	Schizophrenia	35058679	intron	CLDN10	9071	CLDN10	9071	13	95493125	2E-6	NHGRI	26198764				Arab
794	Schizophrenia	10148671	intergenic	LINC01551	387978	PRKD1	5587	14	29000167	2E-6	NHGRI	26198764				Arab
795	Schizophrenia	1987778	intergenic	PTTG4P	326315	SNORD56B	319139	14	71249146	2E-6	NHGRI	26198764				Arab
796	Schizophrenia	59721556	intergenic	SPTLC2	9517	ALKBH1	8846	14	77646050	2E-6	NHGRI	27846195				European
797	Schizophrenia	8012642	intergenic	RNU7-51P	100151647	RNU3P3	26843	14	84203137	2E-6	NHGRI	26198764				Arab
798	Schizophrenia	117799466	nearGene-5	LPCAT4	254531	LPCAT4	254531	15	34367316	2E-6	NHGRI	26198764				Arab
799	Schizophrenia	793571	intron	FAM63B	54629	FAM63B	54629	15	58849507	2E-6	NHGRI	26198764				Arab
800	Schizophrenia	4775413	intergenic	RNA5SP397	100873650	VPS13C	54832	15	61547904	2E-6	NHGRI	21926974				European
801	Schizophrenia	1986112	intron	RAB8B	51762	RAB8B	51762	15	63248373	2E-6	NHGRI	26198764				Arab
802	Schizophrenia	12915820	intron	LOC102724001	102724001	LOC102724001	102724001	15	81716770	2E-6	NHGRI	27846195				European
803	Schizophrenia	16977195	intron	AGBL1	123624	AGBL1	123624	15	86441009	2E-6	NHGRI	18347602				Asian|African|European|African American|Indian American|Hispanic
804	Schizophrenia	5020196	intergenic	RPS26P51	100271576	TMEM114	283953	16	7718619	2E-6	NHGRI	27846195				European
805	Schizophrenia	249954	intron	PALB2	79728	PALB2	79728	16	23629146	2E-6	NHGRI	23453885				European
806	Schizophrenia	11649311	intergenic	LCMT1	51451	AQP8	343	16	25214699	2E-6	NHGRI	27400856				European
807	Schizophrenia	79090407	intergenic	HSPE1P16	171421	C16orf82	162083	16	26505812	2E-6	NHGRI	26198764				Arab
808	Schizophrenia	7194676	intron	ZCCHC14	23174	ZCCHC14	23174	16	87456285	2E-6	NHGRI	26198764				Arab
809	Schizophrenia	75023836	intron	STX8	9482	STX8	9482	17	9285281	2E-6	NHGRI	26821981				European
810	Schizophrenia	2159292	intron	SHISA6	388336	SHISA6	388336	17	11259875	2E-6	NHGRI	26198764				Arab
811	Schizophrenia	9908102	intron	ELAC2	60528	ELAC2	60528	17	12993236	2E-6	NHGRI	26198764				Arab
812	Schizophrenia	111527967	intron	SLC5A10	125206	SLC5A10	125206	17	19008954	2E-6	NHGRI	27846195				European
813	Schizophrenia	72838804	intron	B9D1	27077	B9D1	27077	17	19338052	2E-6	NHGRI	27846195				European
814	Schizophrenia	79851935	intergenic	KIF2B	84643	ISCA1P3	100131092	17	54257841	2E-6	NHGRI	27846195				European
815	Schizophrenia	12938078	intron	MSI2	124540	MSI2	124540	17	57665916	2E-6	NHGRI	26198764				Arab
816	Schizophrenia	1015657	intergenic	CALM2P1	100128390	CASC17	101928165	17	70882346	2E-6	NHGRI	22648509				European
817	Schizophrenia	8099121	intergenic	DLGAP1-AS5	284215	PPIAP14	5486	18	4980409	2E-6	NHGRI	26198764				Arab
818	Schizophrenia	11082490	intron	SIGLEC15	284266	SIGLEC15	284266	18	45832663	2E-6	NHGRI	27846195				European
819	Schizophrenia	11082490	intron	EPG5	57724	EPG5	57724	18	45832663	2E-6	NHGRI	27846195				European
820	Schizophrenia	72926932	intron	TCF4	6925	TCF4	6925	18	55383415	2E-6	NHGRI	26198764				Arab
821	Schizophrenia	12611334	nearGene-5	CLC	1178	CLC	1178	19	39738769	2E-6	NHGRI	23894747				European
822	Schizophrenia	80285556	intron	ZNF473	25888	ZNF473	25888	19	50036913	2E-6	NHGRI	26821981				European
823	Schizophrenia	17093238	intron	PHF20	51230	PHF20	51230	20	35913170	2E-6	NHGRI	27846195				European
824	Schizophrenia	79886049	intron	PTPRT	11122	PTPRT	11122	20	42702075	2E-6	NHGRI	27846195				European
825	Schizophrenia	6065777	intron	STK4	6789	STK4	6789	20	45041000	2E-6	NHGRI	26198764				Arab
826	Schizophrenia	6019826	intron	KCNB1	3745	KCNB1	3745	20	49426433	2E-6	NHGRI	26198764				Arab
827	Schizophrenia	144212837	intergenic	IGLC7	28834	RSPH14	27156	22	22956986	2E-6	NHGRI	27846195				European
828	Schizophrenia	35245641	intergenic	PRR34	55267	MIRLET7BHG	400931	22	46077965	2E-6	NHGRI	26198764				Arab
829	Schizophrenia	147466853	intron	LOC284930	284930	LOC284930	284930	22	47716296	2E-6	NHGRI	27846195				European
830	Schizophrenia	117325373	UTR-3	PIM3	415116	PIM3	415116	22	49963977	2E-6	NHGRI	27846195				European
831	Schizophrenia	10499040	intron	LOC102724443	102724443	LOC102724443	102724443	6	104334470	2.04E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
832	Schizophrenia	11789407	intergenic	TPT1P9	389787	BRINP1	1620	9	118597268	2.17E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
833	Schizophrenia	4721295	intron	MAD1L1	8379	MAD1L1	8379	7	1997034	2.21E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
834	Schizophrenia	7536563	intron	FAM69A	388650	FAM69A	388650	1	92883489	2.24E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
835	Schizophrenia	271878	intergenic	NPM1P10	10837	HACE1	57531	6	104366562	2.75E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
836	Schizophrenia	2811593	intron	FAM69A	388650	FAM69A	388650	1	92878334	2.91E-6	dbGaP	0	2857	21	Genome-Wide Association Study of Schizophrenia	European
837	Schizophrenia	2252865	intron	RERE	473	RERE	473	1	8362616	3E-6	NHGRI	21926974				European
838	Schizophrenia	1009080	intergenic	PTPRU	10076	MATN1	4146	1	29958713	3E-6	NHGRI	21926974				European
839	Schizophrenia	11264213	intron	AGO4	192670	AGO4	192670	1	35818353	3E-6	NHGRI	26198764				Arab
840	Schizophrenia	1210898	intergenic	RNA5SP46	100873285	TMEM125	128218	1	43259573	3E-6	NHGRI	26198764				Arab
841	Schizophrenia	2185077	intergenic	LRP8	7804	SLC25A3P1	163742	1	53379768	3E-6	NHGRI	26198764				Arab
842	Schizophrenia	6424555	intergenic	KRT8P21	126811	LRRIQ3	127255	1	73616692	3E-6	NHGRI	26198764				Arab
843	Schizophrenia	3856261	intron	RIT1	6016	RIT1	6016	1	155906822	3E-6	NHGRI	26198764				Arab
844	Schizophrenia	7535475	intergenic	TRG-GCC4-1	100189274	FCGR2A	2212	1	161493797	3E-6	NHGRI	24039173				European
845	Schizophrenia	114726755	intron	CRB1	23418	CRB1	23418	1	197324293	3E-6	NHGRI	26198764				Arab
846	Schizophrenia	72749142	intron	KIF21B	23046	KIF21B	23046	1	200982179	3E-6	NHGRI	26198764				Arab
847	Schizophrenia	78037194	intergenic	RPS7P5	645884	FMN2	56776	1	240059390	3E-6	NHGRI	26198764				Arab
848	Schizophrenia	1808797	intergenic	LINC01249	727982	LINC01248	102723818	2	5484874	3E-6	NHGRI	26821981				European
849	Schizophrenia	56175057	intergenic	MIR3681	100500884	TRIB2	28951	2	12647004	3E-6	NHGRI	27846195				European
850	Schizophrenia	3770752	intron	QPCT	25797	QPCT	25797	2	37348993	3E-6	NHGRI	26198764				Arab
851	Schizophrenia	354225	intergenic	RPL23AP32	56969	EML6	400954	2	54696629	3E-6	NHGRI	26198764				Arab
852	Schizophrenia	2310173	intergenic	IL1R2	7850	IL1R1	3554	2	102047167	3E-6	NHGRI	23453885				European
853	Schizophrenia	7419486	intron	DPP10	57628	DPP10	57628	2	115672654	3E-6	NHGRI	27846195				European
854	Schizophrenia	76799118	intron	FAP	2191	FAP	2191	2	162222501	3E-6	NHGRI	27846195				European
855	Schizophrenia	4685495	intron	CNTN4	152330	CNTN4	152330	3	2195173	3E-6	NHGRI	26198764				Arab
856	Schizophrenia	9310732	intron	THRB	7068	THRB	7068	3	24174066	3E-6	NHGRI	26198764				Arab
857	Schizophrenia	9310732	intron	LOC101927854	101927854	LOC101927854	101927854	3	24174066	3E-6	NHGRI	26198764				Arab
858	Schizophrenia	1499972	intergenic	PTMAP8	728873	IGSF11	152404	3	118000691	3E-6	NHGRI	26198764				Arab
859	Schizophrenia	74405815	intron	CHCHD6	84303	CHCHD6	84303	3	126800994	3E-6	NHGRI	27846195				European
860	Schizophrenia	76939711	intron	DNAJB8-AS1	285224	DNAJB8-AS1	285224	3	128468391	3E-6	NHGRI	26198764				Arab
861	Schizophrenia	76939711	nearGene-5	DNAJB8	165721	DNAJB8	165721	3	128468391	3E-6	NHGRI	26198764				Arab
862	Schizophrenia	4681346	intergenic	PLSCR5	389158	RPL21P71	729962	3	147098924	3E-6	NHGRI	24039173				European
863	Schizophrenia	9993696	intron	POLN	353497	POLN	353497	4	2185650	3E-6	NHGRI	27846195				European
864	Schizophrenia	207282	intergenic	KRT18P63	100288868	RPL21P46	645174	4	19107261	3E-6	NHGRI	26198764				Arab
865	Schizophrenia	76049629	intergenic	ATOH1	474	HMGB3P15	644429	4	93837884	3E-6	NHGRI	26198764				Arab
866	Schizophrenia	7688014	intron	SLC9B2	133308	SLC9B2	133308	4	103053903	3E-6	NHGRI	26198764				Arab
867	Schizophrenia	2127826	intron	PDE5A	8654	PDE5A	8654	4	119504060	3E-6	NHGRI	27846195				European
868	Schizophrenia	192381152	intergenic	FLJ31104	441072	ANKRD55	79722	5	56031173	3E-6	NHGRI	27846195				European
869	Schizophrenia	111751755	intron	SGCD	6444	SGCD	6444	5	156553408	3E-6	NHGRI	27846195				European
870	Schizophrenia	12210050	intergenic	IRF4	3662	EXOC2	55770	6	475489	3E-6	NHGRI	22885689				European
871	Schizophrenia	3117099	nearGene-5	HCG23	414764	HCG23	414764	6	32390493	3E-6	NHGRI	22688191				European
872	Schizophrenia	4730430	intergenic	RPL3P8	646620	IMMP2L	83943	7	110407907	3E-6	NHGRI	23453885				European
873	Schizophrenia	1484642	intron	MSRA	4482	MSRA	4482	8	10129145	3E-6	NHGRI	22688191				European
874	Schizophrenia	146790986	intron	SGCZ	137868	SGCZ	137868	8	14810524	3E-6	NHGRI	27846195				European
875	Schizophrenia	145847018	intergenic	TUSC3	7991	PPM1AP1	137012	8	15786716	3E-6	NHGRI	27846195				European
876	Schizophrenia	2609653	intergenic	RPL10AP3	137107	RPL21P80	100133273	8	34379474	3E-6	NHGRI	23453885				European
877	Schizophrenia	73309282	intron	OXR1	55074	OXR1	55074	8	106483376	3E-6	NHGRI	27846195				European
878	Schizophrenia	2736871	intron	ST3GAL1	6482	ST3GAL1	6482	8	133462834	3E-6	NHGRI	24039173				European
879	Schizophrenia	10900020	intergenic	LINC00841	283033	CXCL12	6387	10	44331749	3E-6	NHGRI	23212062				European
880	Schizophrenia	143325061	intergenic	ZWINT	11130	MIR3924	100500834	10	56579595	3E-6	NHGRI	27846195				European
881	Schizophrenia	200868329	intron	CTNNA3	29119	CTNNA3	29119	10	66162055	3E-6	NHGRI	27846195				European
882	Schizophrenia	2429030	intron	KIF1BP	26128	KIF1BP	26128	10	68991917	3E-6	NHGRI	26198764				Arab
883	Schizophrenia	1602565	intergenic	OR2BH1P	403238	HNRNPRP2	100421354	11	29140589	3E-6	NHGRI	18677311				European
884	Schizophrenia	582580	intergenic	BATF2	116071	ARL2	402	11	65004475	3E-6	NHGRI	26198764				Arab
885	Schizophrenia	58950470	UTR-5	PCNXL3	399909	PCNXL3	399909	11	65616284	3E-6	NHGRI	26198764				Arab
