region	gene_symbol	mult_matches	pos_hg19	chr	start	end	seqnames	width	strand	method	gene_id	gene_strand	distToGene	X3UTR	X5UTR	exon	intergenic	intron	promoter	annoClass	id	by_col	gene_symbol_uncorrected	hgnc_id	approved_symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	gene_symbol_corrected_reason
chr7:23728887-23729078	FAM221A	NO	chr7:23728887-23729078	chr7	23728887	23729078	chr7	192	*	ribo	ENSG00000188732.6	+	0	1	0	0	0	1	0	strictIntronic	chr7:23728887-23729078	ENSG00000188732	FAM221A	HGNC:27977	FAM221A	family with sequence similarity 221 member A	protein-coding gene	gene with protein product	Approved	7p15.3	07p15.3	FLJ45875|MGC72075|DKFZp686F0810	NA	C7orf46	chromosome 7 open reading frame 46|family with sequence similarity 221, member A	NA	NA	2006-08-25	2012-04-02	2015-11-18	2016-09-30	340277	OTTHUMG00000128463	uc003swo.4	NA	NM_199136	CCDS5385|CCDS47561|CCDS47562|CCDS75570	A4D161	12477932	MGI:2442161	RGD:1563175	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:6601303-6601633	MRPL51	NO	chr12:6601303-6601633	chr12	6601303	6601633	chr12	331	*	ribo	ENSG00000111639.3	-	0	1	1	1	0	0	1	strictExonic	chr12:6601303-6601633	ENSG00000111639	MRPL51	HGNC:14044	MRPL51	mitochondrial ribosomal protein L51	protein-coding gene	gene with protein product	Approved	12p13.31	12p13.31	CDA09|HSPC241|bMRP64	NA	MRP64	mitochondrial ribosomal protein 64	Mitochondrial ribosomal proteins	646	2001-05-29	2002-01-11	2002-01-07	2016-01-15	51258	OTTHUMG00000168512	uc001qom.3	AB051355	NM_016497	CCDS8547	Q4U2R6	11551941|11543634	MGI:1913743	RGD:1306686	NA	MRPL51	611855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr6:26104168-26104550	HIST1H4C	NO	chr6:26104168-26104550	chr6	26104168	26104550	chr6	383	*	ribo	ENSG00000197061.3	+	0	1	1	1	1	0	0	extendUTR	chr6:26104168-26104550	ENSG00000197061	HIST1H4C	HGNC:4787	HIST1H4C	histone cluster 1 H4 family member c	protein-coding gene	gene with protein product	Approved	6p22.2	06p22.2	H4/g|dJ221C16.1	NA	H4FG	H4 histone family, member G|histone 1, H4c|histone cluster 1, H4c	Histones	864	1998-09-07	2003-02-21	2016-08-15	2016-10-05	8364	OTTHUMG00000014429	uc003ngi.4	X60486	NM_003542	CCDS4583	P62805	9119399|12408966	MGI:2140113	NA	NA	HIST1H4C	602827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr9:101992618-101992875	SEC61B	NO	chr9:101992618-101992875	chr9	101992618	101992875	chr9	258	*	ribo	ENSG00000106803.5	+	0	1	0	1	0	1	0	exonIntron	chr9:101992618-101992875	ENSG00000106803	SEC61B	HGNC:16993	SEC61B	Sec61 translocon beta subunit	protein-coding gene	gene with protein product	Approved	9q22.33	09q22.33	NA	NA	NA	Sec61 beta subunit	NA	NA	2003-10-13	NA	2015-07-29	2015-07-29	10952	OTTHUMG00000020354	uc004azh.4	L25085	NM_006808	CCDS6741	P60468	8107851|10212142	MGI:1913462	RGD:1304997	NA	SEC61B	609214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr5:40834572-40834708	RPL37	NO	chr5:40834572-40834708	chr5	40834572	40834708	chr5	137	*	ribo	ENSG00000145592.9	-	0	0	0	1	0	0	1	strictExonic	chr5:40834572-40834708	ENSG00000145592	RPL37	HGNC:10347	RPL37	ribosomal protein L37	protein-coding gene	gene with protein product	Approved	5p13.1	05p13.1	L37	60S ribosomal protein L37a	NA	NA	L ribosomal proteins	729	1995-02-08	NA	NA	2014-11-19	6167	OTTHUMG00000094774	uc021xxr.2	L11567	NM_000997	CCDS3934	P61927	7545944|9582194	MGI:1914531	RGD:2321317	NA	RPL37	604181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr8:104053025-104053245	ATP6V1C1	NO	chr8:104053025-104053245	chr8	104053025	104053245	chr8	221	*	ribo	ENSG00000155097.7	+	0	0	1	1	0	2	0	exonIntron	chr8:104053025-104053245	ENSG00000155097	ATP6V1C1	HGNC:856	ATP6V1C1	ATPase H+ transporting V1 subunit C1	protein-coding gene	gene with protein product	Approved	8q22.3	08q22.3	VATC|Vma5	NA	ATP6D|ATP6C	ATPase, H+ transporting, lysosomal (vacuolar proton pump) 42kD|ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C, isoform 1|ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C1	V-type ATPases	415	1993-07-27	2002-05-10	2016-02-11	2016-10-05	528	OTTHUMG00000164761	uc003yla.4	X69151	NM_001695	CCDS6296	P21283	8250920|14580332	MGI:1913585	RGD:1311082	NA	ATP6V1C1	603097	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:813	NA	NA	NA	NA	3.6.3.14	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr6:75950705-75950981	COX7A2	NO	chr6:75950705-75950981	chr6	75950705	75950981	chr6	277	*	ribo	ENSG00000112695.7	-	0	1	0	2	0	0	0	strictExonic	chr6:75950705-75950981	ENSG00000112695	COX7A2	HGNC:2288	COX7A2	cytochrome c oxidase subunit 7A2	protein-coding gene	gene with protein product	Approved	6q14.1	06q14.1	COXVIIa-L|COX7AL	NA	NA	cytochrome c oxidase subunit VIIa polypeptide 2 (liver)	Mitochondrial complex IV: cytochrome c oxidase subunits	643	1992-11-25	NA	2016-02-11	2016-04-25	1347	OTTHUMG00000015049	uc063ppv.1	X15822	NM_001865	CCDS34486	P14406	1327965|9202412	MGI:1316715	RGD:68365	NA	COX7A2	123996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9.3.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr2:55148403-55148762	EML6	NO	chr2:55148403-55148762	chr2	55148403	55148762	chr2	360	*	ribo	ENSG00000214595.7	+	0	0	0	0	0	1	0	strictIntronic	chr2:55148403-55148762	ENSG00000214595	EML6	HGNC:35412	EML6	EMAP like 6	protein-coding gene	gene with protein product	Approved	2p16.1	02p16.1	FLJ42562	NA	NA	echinoderm microtubule associated protein like 6	WD repeat domain containing|EMAP like	362|1679	2008-12-05	NA	2018-11-12	2018-11-15	400954	OTTHUMG00000152035	uc002ryb.5	NA	NM_001039753	CCDS46286	Q6ZMW3	NA	MGI:2442895	RGD:1561672	NA	EML6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr21:35287881-35288110	LINC00649	NO	chr21:35287881-35288110	chr21	35287881	35288110	chr21	230	*	ribo	ENSG00000237945.3	+	0	0	1	2	0	0	1	strictExonic	chr21:35287881-35288110	ENSG00000237945	LINC00649	HGNC:44305	LINC00649	long intergenic non-protein coding RNA 649	non-coding RNA	RNA, long non-coding	Approved	21q22.11	21q22.11	TCONS_00028768	NA	NA	NA	NA	NA	2012-08-08	NA	NA	2015-11-04	100506334	OTTHUMG00000065819	uc061zur.1	DA374118	NR_038883	NA	NA	26421281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	URS0000A766F4	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr20:34129819-34129934	ERGIC3	NO	chr20:34129819-34129934	chr20	34129819	34129934	chr20	116	*	ribo	ENSG00000125991.14	+	0	0	1	1	0	0	0	strictExonic	chr20:34129819-34129934	ENSG00000125991	ERGIC3	HGNC:15927	ERGIC3	ERGIC and golgi 3	protein-coding gene	gene with protein product	Approved	20q11.22	20q11.22	CGI-54|PRO0989|NY-BR-84|Erv46	NA	SDBCAG84|C20orf47	serologically defined breast cancer antigen 84|chromosome 20 open reading frame 47	NA	NA	2001-07-31	2006-01-19	2006-01-19	2015-08-25	51614	OTTHUMG00000032346	uc002xcs.4	AF077030	NM_015966	CCDS13257|CCDS13258	Q9Y282	10810093	MGI:1913616	RGD:1308144	NA	ERGIC3	616971	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr19:49121047-49121134	RPL18	NO	chr19:49121047-49121134	chr19	49121047	49121134	chr19	88	*	ribo	ENSG00000063177.8	-	0	0	1	1	0	0	1	strictExonic	chr19:49121047-49121134	ENSG00000063177	RPL18	HGNC:10310	RPL18	ribosomal protein L18	protein-coding gene	gene with protein product	Approved	19q13.33	19q13.33	L18	60S ribosomal protein L18	NA	NA	NA	NA	1994-01-04	NA	NA	2016-11-10	6141	OTTHUMG00000169760	uc002pjq.3	L11566	NM_000979	CCDS12726|CCDS58669	Q07020	8218404	MGI:98003	RGD:621182	NA	RPL18	604179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:125398915-125399205	UBC	NO	chr12:125398915-125399205	chr12	125398915	125399205	chr12	291	*	ribo	ENSG00000150991.10	-	0	0	1	0	0	0	1	promoter	chr12:125398915-125399205	ENSG00000150991	UBC	HGNC:12468	UBC	ubiquitin C	protein-coding gene	gene with protein product	Approved	12q24.3	12q24.3	NA	polyubiquitin-C	NA	NA	NA	NA	1991-10-23	NA	NA	2015-08-26	7316	OTTHUMG00000044421	uc031zre.2	NA	NM_021009	CCDS9260	P0CG48	1315303|11872750	MGI:98889	RGD:621244	NA	UBC	191340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:77258008-77258121	RBFOX3	NO	chr17:77258008-77258121	chr17	77258008	77258121	chr17	114	*	ribo	ENSG00000167281.14	-	0	0	0	0	0	1	0	strictIntronic	chr17:77258008-77258121	ENSG00000167281	RBFOX3	HGNC:27097	RBFOX3	RNA binding fox-1 homolog 3	protein-coding gene	gene with protein product	Approved	17q25.3	17q25.3	FOX-3|NeuN|HRNBP3	neuronal nuclei|hexaribonucleotide binding protein 3	NA	RNA binding protein, fox-1 homolog (C. elegans) 3|RNA binding protein, fox-1 homolog 3	RNA binding motif containing	725	2010-09-10	NA	2017-09-13	2017-09-13	146713	OTTHUMG00000150183	uc010dhs.5	NA	NM_001082575	CCDS45805	A6NFN3	16260614	MGI:106368	RGD:1560070	NA	RBFOX3	616999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr14:54955642-54955747	GMFB	NO	chr14:54955642-54955747	chr14	54955642	54955747	chr14	106	*	ribo	ENSG00000197045.8	-	0	0	1	1	0	0	1	strictExonic	chr14:54955642-54955747	ENSG00000197045	GMFB	HGNC:4373	GMFB	glia maturation factor beta	protein-coding gene	gene with protein product	Approved	14q22.2	14q22.2	GMF	NA	NA	NA	NA	NA	1992-10-15	NA	2016-02-09	2016-02-09	2764	OTTHUMG00000140307	uc021rtf.2	M86492	NM_004124	CCDS9718	P60983	1712830	MGI:1927133	RGD:70910	NA	GMFB	601713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr7:157861401-157861634	PTPRN2	NO	chr7:157861401-157861634	chr7	157861401	157861634	chr7	234	*	ribo	ENSG00000155093.13	-	0	0	0	0	0	1	0	strictIntronic	chr7:157861401-157861634	ENSG00000155093	PTPRN2	HGNC:9677	PTPRN2	protein tyrosine phosphatase, receptor type N2	protein-coding gene	gene with protein product	Approved	7q36.3	07q36.3	KIAA0387|phogrin|ICAAR|IA-2beta	IAR PTPRP	NA	protein tyrosine phosphatase, receptor type, N polypeptide 2	Protein tyrosine phosphatases, receptor type	813	1998-03-23	NA	2016-01-06	2016-10-05	5799	OTTHUMG00000152646	uc003wnp.4	AB002385	NM_001308267	CCDS5947|CCDS5948|CCDS5949|CCDS78294	Q92932	8954911|9220540	MGI:107418	RGD:61904	NA	PTPRN2	601698	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1862	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr4:39459205-39459316	RPL9	NO	chr4:39459205-39459316	chr4	39459205	39459316	chr4	112	*	ribo	ENSG00000163682.11	-	0	0	0	1	0	0	2	strictExonic	chr4:39459205-39459316	ENSG00000163682	RPL9	HGNC:10369	RPL9	ribosomal protein L9	protein-coding gene	gene with protein product	Approved	4p14	04p14	L9	NA	NA	NA	L ribosomal proteins	729	1993-12-07	NA	NA	2018-12-06	6133	OTTHUMG00000099367	uc003guc.4	D14531	NM_000661	CCDS3452	P32969	8597601|8415001	MGI:1298373	RGD:62049	LRG_1142|http://ftp.ebi.ac.uk/pub/databases/lrgex/pending/LRG_1142.xml	RPL9	603686	NA	NA	NA	NA	471004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr10:88822412-88822653	GLUD1	NO	chr10:88822412-88822653	chr10	88822412	88822653	chr10	242	*	ribo	ENSG00000148672.7	-	0	0	0	1	0	0	2	strictExonic	chr10:88822412-88822653	ENSG00000148672	GLUD1	HGNC:4335	GLUD1	glutamate dehydrogenase 1	protein-coding gene	gene with protein product	Approved	10q23.2	10q23.2	GDH	NA	GLUD	NA	NA	NA	1986-01-01	NA	NA	2014-11-19	2746	OTTHUMG00000018666	uc001keh.4	M20867	NM_005271	CCDS7382	P00367	2757358	MGI:95753	RGD:2708	NA	GLUD1	138130	NA	NA	NA	NA	122188	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4.1.3	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr7:150488405-150488711	TMEM176B	NO	chr7:150488405-150488711	chr7	150488405	150488711	chr7	307	*	ribo	ENSG00000106565.13	-	0	1	0	1	0	0	0	strictExonic	chr7:150488405-150488711	ENSG00000106565	TMEM176B	HGNC:29596	TMEM176B	transmembrane protein 176B	protein-coding gene	gene with protein product	Approved	7q36.1	07q36.1	LR8|MS4B2	NA	NA	NA	Membrane spanning 4-domains	958	2006-09-04	NA	NA	2015-06-04	28959	OTTHUMG00000157577	uc003whw.5	AF115384	NM_014020	CCDS5908|CCDS47746	Q3YBM2	9922225	MGI:1916348	RGD:708403	NA	TMEM176B	610385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr8:42012133-42012478	AP3M2	NO	chr8:42012133-42012478	chr8	42012133	42012478	chr8	346	*	ribo	ENSG00000070718.7	+	0	0	1	1	0	0	1	strictExonic	chr8:42012133-42012478	ENSG00000070718	AP3M2	HGNC:570	AP3M2	adaptor related protein complex 3 subunit mu 2	protein-coding gene	gene with protein product	Approved	8p11.21	08p11.21	CLA20|AP47B	NA	NA	adaptor related protein complex 3 mu 2 subunit	Adaptor related protein complex 3	1673	2000-09-01	NA	2018-04-23	2018-04-23	10947	OTTHUMG00000164060	uc064mjc.1	D38293	NM_001134296	CCDS6125	P53677	7601449	MGI:1929214	RGD:70969	NA	AP3M2	610469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr16:15178498-15178562	RRN3	NO	chr16:15178498-15178562	chr16	15178498	15178562	chr16	65	*	ribo	ENSG00000085721.8	-	0	0	0	1	0	1	1	exonIntron	chr16:15178498-15178562	ENSG00000085721	RRN3	HGNC:30346	RRN3	RRN3 homolog, RNA polymerase I transcription factor	protein-coding gene	gene with protein product	Approved	16p13.11	16p13.11	DKFZp566E104|TIF-IA	transcription initiation factor IA	NA	RRN3 RNA polymerase I transcription factor homolog (yeast)|RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	Armadillo-like helical domain containing	1492	2004-08-19	NA	2015-07-22	2015-07-22	54700	OTTHUMG00000129847	uc002dde.4	AF227156	NM_018427	CCDS10559|CCDS73833	Q9NYV6	10758157|11250903	MGI:1925255	RGD:1305001	NA	RRN3	605121	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr18:3694076-3700673	DLGAP1	NO	chr18:3694076-3700673	chr18	3694076	3700673	chr18	6598	*	ribo	ENSG00000170579.10	-	0	0	0	0	0	1	0	strictIntronic	chr18:3694076-3700673	ENSG00000170579	DLGAP1	HGNC:2905	DLGAP1	DLG associated protein 1	protein-coding gene	gene with protein product	Approved	18p11.31	18p11.31	GKAP|SAPAP1|DAP-1	NA	NA	discs, large (Drosophila) homolog-associated protein 1|discs large homolog associated protein 1	NA	NA	1999-02-23	NA	2016-05-24	2016-10-05	9229	OTTHUMG00000131537	uc002kmf.4	AB000277	NM_001003809	CCDS11836|CCDS42406|CCDS56049|CCDS56050|CCDS56051|CCDS56052|CCDS56053|CCDS74191|CCDS77146	O14490	9024696|9286858	MGI:1346065	RGD:620223	NA	DLGAP1	605445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:39698622-39698740	KIF21A	NO	chr12:39698622-39698740	chr12	39698622	39698740	chr12	119	*	ribo	ENSG00000139116.13	-	0	0	0	1	0	1	0	exonIntron	chr12:39698622-39698740	ENSG00000139116	KIF21A	HGNC:19349	KIF21A	kinesin family member 21A	protein-coding gene	gene with protein product	Approved	12q12	12q12	FLJ20052	NA	FEOM1	fibrosis of the extraocular muscles, congenital, 1	WD repeat domain containing|Kinesins	362|622	2002-10-08	NA	NA	2016-11-10	55605	OTTHUMG00000169335	uc001rly.4	AK000059	NM_017641	CCDS31773|CCDS53774|CCDS53775|CCDS53776	Q7Z4S6	10225949	MGI:109188	RGD:1305126	NA	KIF21A	608283	NA	NA	NA	NA	122847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr3:17056199-17056544	PLCL2	NO	chr3:17056199-17056544	chr3	17056199	17056544	chr3	346	*	ribo	ENSG00000154822.11	+	0	0	0	1	0	2	0	exonIntron	chr3:17056199-17056544	ENSG00000154822	PLCL2	HGNC:9064	PLCL2	phospholipase C like 2	protein-coding gene	gene with protein product	Approved	3p24.3	03p24.3	KIAA1092	NA	PLCE2	phospholipase C, epsilon 2|phospholipase C-like 2	C2 domain containing phospholipases	832	2000-05-31	2002-02-22	2015-11-17	2015-11-17	23228	OTTHUMG00000155467	uc011awd.3	AB029015	NM_001144382	CCDS33713|CCDS74911	Q9UPR0	10470851	MGI:1352756	RGD:1305941	NA	PLCL2	614276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr18:19358063-19358130	MIB1	NO	chr18:19358063-19358130	chr18	19358063	19358130	chr18	68	*	ribo	ENSG00000101752.7	+	0	0	0	1	0	1	0	exonIntron	chr18:19358063-19358130	ENSG00000101752	MIB1	HGNC:21086	MIB1	mindbomb E3 ubiquitin protein ligase 1	protein-coding gene	gene with protein product	Approved	18q11.2	18q11.2	DIP-1|MIB|KIAA1323|ZZANK2|ZZZ6	NA	NA	mindbomb homolog 1 (Drosophila)	Ring finger proteins|Zinc fingers ZZ-type|Ankyrin repeat domain containing	58|91|403	2004-06-18	NA	2012-02-23	2018-12-06	57534	OTTHUMG00000131753	uc002ktq.5	AB037744	NM_020774	CCDS11871	Q86YT6	NA	MGI:2443157	RGD:1307195	LRG_759|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_759.xml	MIB1	608677	NA	NA	NA	NA	326843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr19:13339877-13341023	CACNA1A	NO	chr19:13339877-13341023	chr19	13339877	13341023	chr19	1147	*	ribo	ENSG00000141837.14	-	0	0	0	2	0	2	0	exonIntron	chr19:13339877-13341023	ENSG00000141837	CACNA1A	HGNC:1388	CACNA1A	calcium voltage-gated channel subunit alpha1 A	protein-coding gene	gene with protein product	Approved	19p13.13	19p13.13	Cav2.1|EA2|APCA|HPCA|FHM	NA	CACNL1A4|SCA6|MHP1|MHP	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	Calcium voltage-gated channel alpha1 subunits	1512	1996-06-18	NA	2016-02-04	2018-12-06	773	OTTHUMG00000044590	uc002mwy.5	U79666	NM_000068	CCDS45998|CCDS45999|CCDS82300|CCDS82301|CCDS82302	O00555	8825650|16382099|23827678	MGI:109482	RGD:2244	LOVD - Leiden Open Variation Database|http://chromium.liacs.nl/LOVD2/home.php?select_db=CACNA1A|Familial Hemiplegic Migraine (FHM) Variation Database|http://grenada.lumc.nl/LOVD2/FHM/home.php?select_db=CACNA1A|LRG_7|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_7.xml	CACNA1A	601011	NA	NA	NA	NA	119129	NA	NA	NA	NA	objectId:532	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr14:24686065-24686429	NEDD8	NO	chr14:24686065-24686429	chr14	24686065	24686429	chr14	365	*	ribo	ENSG00000129559.8	-	0	1	0	0	0	0	0	3UTR	chr14:24686065-24686429	ENSG00000129559	NEDD8	HGNC:7732	NEDD8	neural precursor cell expressed, developmentally down-regulated 8	protein-coding gene	gene with protein product	Approved	14q12	14q12	Nedd-8	NA	NA	NA	NA	NA	1994-01-21	NA	NA	2016-10-05	4738	OTTHUMG00000029325	uc001wnn.3	D23662	NM_006156	CCDS9621	Q15843	9353319	MGI:97301	RGD:3158	NA	NEDD8	603171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:57178636-57178800	HSD17B6	NO	chr12:57178636-57178800	chr12	57178636	57178800	chr12	165	*	ribo	ENSG00000025423.7	+	0	0	0	1	0	0	1	strictExonic	chr12:57178636-57178800	ENSG00000025423	HSD17B6	HGNC:23316	HSD17B6	hydroxysteroid 17-beta dehydrogenase 6	protein-coding gene	gene with protein product	Approved	12q13.3	12q13.3	HSE|RODH|SDR9C6	oxidative 3-alpha-hydroxysteroid-dehydrogenase|3(alpha->beta)-hydroxysteroid epimerasel|retinol dehydrogenase|oxidoreductase|NAD+ -dependent 3 alpha-hydroxysteroid dehydrogenase|3-hydroxysteroid epimerase|short chain dehydrogenase/reductase family 9C, member 6	NA	hydroxysteroid (17-beta) dehydrogenase 6 homolog (mouse)|hydroxysteroid (17-beta) dehydrogenase 6	Short chain dehydrogenase/reductase superfamily	743	2005-02-23	NA	2016-06-03	2016-06-03	8630	OTTHUMG00000170854	uc058pra.1	AF016509	NM_003725	CCDS8925	O14756	11165032|19027726	MGI:1351670	RGD:708343	NA	HSD17B6	606623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1.1.62|1.1.1.63|1.1.1.105	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr19:13337665-13337737	CACNA1A	NO	chr19:13337665-13337737	chr19	13337665	13337737	chr19	73	*	ribo	ENSG00000141837.14	-	0	0	0	0	0	0	1	promoter	chr19:13337665-13337737	ENSG00000141837	CACNA1A	HGNC:1388	CACNA1A	calcium voltage-gated channel subunit alpha1 A	protein-coding gene	gene with protein product	Approved	19p13.13	19p13.13	Cav2.1|EA2|APCA|HPCA|FHM	NA	CACNL1A4|SCA6|MHP1|MHP	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	Calcium voltage-gated channel alpha1 subunits	1512	1996-06-18	NA	2016-02-04	2018-12-06	773	OTTHUMG00000044590	uc002mwy.5	U79666	NM_000068	CCDS45998|CCDS45999|CCDS82300|CCDS82301|CCDS82302	O00555	8825650|16382099|23827678	MGI:109482	RGD:2244	LOVD - Leiden Open Variation Database|http://chromium.liacs.nl/LOVD2/home.php?select_db=CACNA1A|Familial Hemiplegic Migraine (FHM) Variation Database|http://grenada.lumc.nl/LOVD2/FHM/home.php?select_db=CACNA1A|LRG_7|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_7.xml	CACNA1A	601011	NA	NA	NA	NA	119129	NA	NA	NA	NA	objectId:532	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
